Date,WARD,TotalBedsUsed
2023-09-24,KHCC-4A-MEDICAL/SURGICAL,16
2023-09-24,KHCC-4B-MEDICAL/SURGICAL,18
2023-09-24,KHCC-4C-HUSSAM AL-HARIRI,33
2023-09-24,KHCC-4H-ADULT ICU,7
2023-09-24,KHCC-4H-BMT,12
2023-09-24,KHCC-5C-KOLAGHASSI WING,15
2023-09-24,KHCC-5H-PEDIATRIC,15
2023-09-24,KHCC-5H-PEDIATRIC ICU,5
2023-09-24,KHCC-6H-PEDIATRIC,23
2023-09-24,KHCC-7H-BMT,18
2023-09-24,KHCC-8H-SHAKOUR ABU GHAZAL,23
2023-09-24,KHCC-9H-LEUKEMIA,21
2023-09-24,KHCC-ADULT DAY CASE KSB,6
2023-09-24,KHCC-EMERGENCY ROOM,6
2023-09-25,KHCC-10H-BMT,4
2023-09-25,KHCC-10H-MEDICAL/SURGICAL,16
2023-09-25,KHCC-11H-MEDICAL/SURGICAL,8
2023-09-25,KHCC-2A-MEDICAL/SURGICAL,8
2023-09-25,KHCC-2B-AICU,8
2023-09-25,KHCC-2C-SIMU,6
2023-09-25,KHCC-3A-MEDICAL/SURGICAL,15
2023-09-25,KHCC-3B-MEDICAL/SURGICAL,18
2023-09-25,KHCC-3C-SURGERY,34
2023-09-25,KHCC-4A-MEDICAL/SURGICAL,18
2023-09-25,KHCC-4B-MEDICAL/SURGICAL,18
2023-09-25,KHCC-4C-HUSSAM AL-HARIRI,33
2023-09-25,KHCC-4H-ADULT ICU,8
2023-09-25,KHCC-4H-BMT,12
2023-09-25,KHCC-5C-KOLAGHASSI WING,16
2023-09-25,KHCC-5H-PEDIATRIC,15
2023-09-25,KHCC-5H-PEDIATRIC ICU,7
2023-09-25,KHCC-6H-PEDIATRIC,24
2023-09-25,KHCC-7H-BMT,17
2023-09-25,KHCC-8H-SHAKOUR ABU GHAZAL,23
2023-09-25,KHCC-9H-LEUKEMIA,21
2023-09-25,KHCC-ADULT DAY CASE KSB,6
2023-09-25,KHCC-ADULT DAY CASE NZR,1
2023-09-25,KHCC-EMERGENCY KSB ROOM,2
2023-09-25,KHCC-EMERGENCY ROOM,9
2023-09-25,KHCC-PED DAY CASE,14
2023-09-26,KHCC-10H-BMT,3
2023-09-26,KHCC-10H-MEDICAL/SURGICAL,16
2023-09-26,KHCC-11H-MEDICAL/SURGICAL,7
2023-09-26,KHCC-2A-MEDICAL/SURGICAL,8
2023-09-26,KHCC-2B-AICU,8
2023-09-26,KHCC-2C-SIMU,6
2023-09-26,KHCC-3A-MEDICAL/SURGICAL,16
2023-09-26,KHCC-3B-MEDICAL/SURGICAL,18
2023-09-26,KHCC-3C-SURGERY,34
2023-09-26,KHCC-4A-MEDICAL/SURGICAL,18
2023-09-26,KHCC-4B-MEDICAL/SURGICAL,18
2023-09-26,KHCC-4C-HUSSAM AL-HARIRI,33
2023-09-26,KHCC-4H-ADULT ICU,7
2023-09-26,KHCC-4H-BMT,12
2023-09-26,KHCC-5C-KOLAGHASSI WING,16
2023-09-26,KHCC-5H-PEDIATRIC,15
2023-09-26,KHCC-5H-PEDIATRIC ICU,7
2023-09-26,KHCC-6H-PEDIATRIC,24
2023-09-26,KHCC-7H-BMT,17
2023-09-26,KHCC-8H-SHAKOUR ABU GHAZAL,23
2023-09-26,KHCC-9H-LEUKEMIA,22
2023-09-26,KHCC-ADULT DAY CASE KSB,8
2023-09-26,KHCC-BMT DAY CASE,1
2023-09-26,KHCC-EMERGENCY KSB ROOM,6
2023-09-26,KHCC-EMERGENCY ROOM,8
2023-09-26,KHCC-PED DAY CASE,13
2023-09-27,KHCC-10H-BMT,2
2023-09-27,KHCC-10H-MEDICAL/SURGICAL,16
2023-09-27,KHCC-11H-MEDICAL/SURGICAL,6
2023-09-27,KHCC-2A-MEDICAL/SURGICAL,8
2023-09-27,KHCC-2B-AICU,9
2023-09-27,KHCC-2C-SIMU,6
2023-09-27,KHCC-3A-MEDICAL/SURGICAL,16
2023-09-27,KHCC-3B-MEDICAL/SURGICAL,18
2023-09-27,KHCC-3C-SURGERY,34
2023-09-27,KHCC-4A-MEDICAL/SURGICAL,18
2023-09-27,KHCC-4B-MEDICAL/SURGICAL,20
2023-09-27,KHCC-4C-HUSSAM AL-HARIRI,31
2023-09-27,KHCC-4H-ADULT ICU,8
2023-09-27,KHCC-4H-BMT,12
2023-09-27,KHCC-5C-KOLAGHASSI WING,17
2023-09-27,KHCC-5H-PEDIATRIC,15
2023-09-27,KHCC-5H-PEDIATRIC ICU,5
2023-09-27,KHCC-6H-PEDIATRIC,24
2023-09-27,KHCC-7H-BMT,17
2023-09-27,KHCC-8H-SHAKOUR ABU GHAZAL,23
2023-09-27,KHCC-9H-LEUKEMIA,22
2023-09-27,KHCC-ADULT DAY CASE NZR,1
2023-09-27,KHCC-EMERGENCY KSB ROOM,1
2023-09-27,KHCC-EMERGENCY ROOM,8
2023-09-28,KHCC-10H-BMT,2
2023-09-28,KHCC-10H-MEDICAL/SURGICAL,16
2023-09-28,KHCC-11H-MEDICAL/SURGICAL,6
2023-09-28,KHCC-2A-MEDICAL/SURGICAL,8
2023-09-28,KHCC-2B-AICU,10
2023-09-28,KHCC-2C-SIMU,5
2023-09-28,KHCC-3A-MEDICAL/SURGICAL,17
2023-09-28,KHCC-3B-MEDICAL/SURGICAL,18
2023-09-28,KHCC-3C-SURGERY,31
2023-09-28,KHCC-4A-MEDICAL/SURGICAL,17
2023-09-28,KHCC-4B-MEDICAL/SURGICAL,19
2023-09-28,KHCC-4C-HUSSAM AL-HARIRI,30
2023-09-28,KHCC-4H-ADULT ICU,8
2023-09-28,KHCC-4H-BMT,12
2023-09-28,KHCC-5C-KOLAGHASSI WING,18
2023-09-28,KHCC-5H-PEDIATRIC,15
2023-09-28,KHCC-5H-PEDIATRIC ICU,4
2023-09-28,KHCC-6H-PEDIATRIC,24
2023-09-28,KHCC-7H-BMT,17
2023-09-28,KHCC-8H-SHAKOUR ABU GHAZAL,23
2023-09-28,KHCC-9H-LEUKEMIA,22
2023-09-28,KHCC-ADULT DAY CASE KSB,8
2023-09-28,KHCC-BMT DAY CASE,1
2023-09-28,KHCC-EMERGENCY ROOM,2
2023-09-28,KHCC-PED DAY CASE,7
2023-09-29,KHCC-10H-BMT,2
2023-09-29,KHCC-10H-MEDICAL/SURGICAL,16
2023-09-29,KHCC-11H-MEDICAL/SURGICAL,8
2023-09-29,KHCC-2A-MEDICAL/SURGICAL,8
2023-09-29,KHCC-2B-AICU,9
2023-09-29,KHCC-2C-SIMU,5
2023-09-29,KHCC-3A-MEDICAL/SURGICAL,16
2023-09-29,KHCC-3B-MEDICAL/SURGICAL,17
2023-09-29,KHCC-3C-SURGERY,27
2023-09-29,KHCC-4A-MEDICAL/SURGICAL,16
2023-09-29,KHCC-4B-MEDICAL/SURGICAL,18
2023-09-29,KHCC-4C-HUSSAM AL-HARIRI,27
2023-09-29,KHCC-4H-ADULT ICU,7
2023-09-29,KHCC-4H-BMT,10
2023-09-29,KHCC-5C-KOLAGHASSI WING,15
2023-09-29,KHCC-5H-PEDIATRIC,15
2023-09-29,KHCC-5H-PEDIATRIC ICU,4
2023-09-29,KHCC-6H-PEDIATRIC,24
2023-09-29,KHCC-7H-BMT,17
2023-09-29,KHCC-8H-SHAKOUR ABU GHAZAL,22
2023-09-29,KHCC-9H-LEUKEMIA,20
2023-09-29,KHCC-EMERGENCY ROOM,2
2023-09-30,KHCC-10H-BMT,2
2023-09-30,KHCC-10H-MEDICAL/SURGICAL,16
2023-09-30,KHCC-11H-MEDICAL/SURGICAL,8
2023-09-30,KHCC-2A-MEDICAL/SURGICAL,8
2023-09-30,KHCC-2B-AICU,9
2023-09-30,KHCC-2C-SIMU,1
2023-09-30,KHCC-3A-MEDICAL/SURGICAL,17
2023-09-30,KHCC-3B-MEDICAL/SURGICAL,15
2023-09-30,KHCC-3C-SURGERY,30
2023-09-30,KHCC-4A-MEDICAL/SURGICAL,17
2023-09-30,KHCC-4B-MEDICAL/SURGICAL,18
2023-09-30,KHCC-4C-HUSSAM AL-HARIRI,26
2023-09-30,KHCC-4H-ADULT ICU,6
2023-09-30,KHCC-4H-BMT,10
2023-09-30,KHCC-5C-KOLAGHASSI WING,16
2023-09-30,KHCC-5H-PEDIATRIC,15
2023-09-30,KHCC-5H-PEDIATRIC ICU,2
2023-09-30,KHCC-6H-PEDIATRIC,24
2023-09-30,KHCC-7H-BMT,14
2023-09-30,KHCC-8H-SHAKOUR ABU GHAZAL,23
2023-09-30,KHCC-9H-LEUKEMIA,19
2023-09-30,KHCC-ADULT DAY CASE KSB,11
2023-09-30,KHCC-ADULT DAY CASE NZR,1
2023-09-30,KHCC-EMERGENCY ROOM,2
2023-10-01,KHCC-10H-BMT,2
2023-10-01,KHCC-10H-MEDICAL/SURGICAL,16
2023-10-01,KHCC-11H-MEDICAL/SURGICAL,8
2023-10-01,KHCC-2A-MEDICAL/SURGICAL,8
2023-10-01,KHCC-2B-AICU,10
2023-10-01,KHCC-2C-SIMU,6
2023-10-01,KHCC-3A-MEDICAL/SURGICAL,17
2023-10-01,KHCC-3B-MEDICAL/SURGICAL,16
2023-10-01,KHCC-3C-SURGERY,32
2023-10-01,KHCC-4A-MEDICAL/SURGICAL,17
2023-10-01,KHCC-4B-MEDICAL/SURGICAL,17
2023-10-01,KHCC-4C-HUSSAM AL-HARIRI,30
2023-10-01,KHCC-4H-ADULT ICU,6
2023-10-01,KHCC-4H-BMT,12
2023-10-01,KHCC-5C-KOLAGHASSI WING,18
2023-10-01,KHCC-5H-PEDIATRIC,15
2023-10-01,KHCC-5H-PEDIATRIC ICU,6
2023-10-01,KHCC-6H-PEDIATRIC,24
2023-10-01,KHCC-7H-BMT,17
2023-10-01,KHCC-8H-SHAKOUR ABU GHAZAL,23
2023-10-01,KHCC-9H-LEUKEMIA,22
2023-10-01,KHCC-ADULT DAY CASE KSB,7
2023-10-01,KHCC-EMERGENCY KSB ROOM,3
2023-10-01,KHCC-EMERGENCY ROOM,5
2023-10-01,KHCC-PED DAY CASE,5
2023-10-02,KHCC-10H-BMT,2
2023-10-02,KHCC-10H-MEDICAL/SURGICAL,16
2023-10-02,KHCC-11H-MEDICAL/SURGICAL,8
2023-10-02,KHCC-2A-MEDICAL/SURGICAL,8
2023-10-02,KHCC-2B-AICU,10
2023-10-02,KHCC-2C-SIMU,6
2023-10-02,KHCC-3A-MEDICAL/SURGICAL,16
2023-10-02,KHCC-3B-MEDICAL/SURGICAL,17
2023-10-02,KHCC-3C-SURGERY,34
2023-10-02,KHCC-4A-MEDICAL/SURGICAL,17
2023-10-02,KHCC-4B-MEDICAL/SURGICAL,17
2023-10-02,KHCC-4C-HUSSAM AL-HARIRI,33
2023-10-02,KHCC-4H-ADULT ICU,7
2023-10-02,KHCC-4H-BMT,10
2023-10-02,KHCC-5C-KOLAGHASSI WING,17
2023-10-02,KHCC-5H-PEDIATRIC,15
2023-10-02,KHCC-5H-PEDIATRIC ICU,8
2023-10-02,KHCC-6H-PEDIATRIC,24
2023-10-02,KHCC-7H-BMT,14
2023-10-02,KHCC-8H-SHAKOUR ABU GHAZAL,23
2023-10-02,KHCC-9H-LEUKEMIA,22
2023-10-02,KHCC-ADULT DAY CASE KSB,4
2023-10-02,KHCC-ADULT DAY CASE NZR,1
2023-10-02,KHCC-BMT DAY CASE,1
2023-10-02,KHCC-EMERGENCY KSB ROOM,3
2023-10-02,KHCC-EMERGENCY ROOM,6
2023-10-02,KHCC-PED DAY CASE,10
2023-10-03,KHCC-10H-BMT,2
2023-10-03,KHCC-10H-MEDICAL/SURGICAL,16
2023-10-03,KHCC-11H-MEDICAL/SURGICAL,8
2023-10-03,KHCC-2A-MEDICAL/SURGICAL,8
2023-10-03,KHCC-2B-AICU,10
2023-10-03,KHCC-2C-SIMU,6
2023-10-03,KHCC-3A-MEDICAL/SURGICAL,16
2023-10-03,KHCC-3B-MEDICAL/SURGICAL,18
2023-10-03,KHCC-3C-SURGERY,34
2023-10-03,KHCC-4A-MEDICAL/SURGICAL,18
2023-10-03,KHCC-4B-MEDICAL/SURGICAL,17
2023-10-03,KHCC-4C-HUSSAM AL-HARIRI,32
2023-10-03,KHCC-4H-ADULT ICU,6
2023-10-03,KHCC-4H-BMT,10
2023-10-03,KHCC-5C-KOLAGHASSI WING,17
2023-10-03,KHCC-5H-PEDIATRIC,15
2023-10-03,KHCC-5H-PEDIATRIC ICU,7
2023-10-03,KHCC-6H-PEDIATRIC,24
2023-10-03,KHCC-7H-BMT,15
2023-10-03,KHCC-8H-SHAKOUR ABU GHAZAL,23
2023-10-03,KHCC-9H-LEUKEMIA,21
2023-10-03,KHCC-ADULT DAY CASE KSB,5
2023-10-03,KHCC-BMT DAY CASE,1
2023-10-03,KHCC-EMERGENCY KSB ROOM,4
2023-10-03,KHCC-EMERGENCY ROOM,7
2023-10-03,KHCC-PED DAY CASE,13
2023-10-04,KHCC-10H-MEDICAL/SURGICAL,16
2023-10-04,KHCC-11H-MEDICAL/SURGICAL,8
2023-10-04,KHCC-2A-MEDICAL/SURGICAL,8
2023-10-04,KHCC-2B-AICU,8
2023-10-04,KHCC-2C-SIMU,6
2023-10-04,KHCC-3A-MEDICAL/SURGICAL,17
2023-10-04,KHCC-3B-MEDICAL/SURGICAL,16
2023-10-04,KHCC-3C-SURGERY,34
2023-10-04,KHCC-4A-MEDICAL/SURGICAL,17
2023-10-04,KHCC-4B-MEDICAL/SURGICAL,18
2023-10-04,KHCC-4C-HUSSAM AL-HARIRI,30
2023-10-04,KHCC-4H-ADULT ICU,7
2023-10-04,KHCC-4H-BMT,13
2023-10-04,KHCC-5C-KOLAGHASSI WING,17
2023-10-04,KHCC-5H-PEDIATRIC,15
2023-10-04,KHCC-5H-PEDIATRIC ICU,6
2023-10-04,KHCC-6H-PEDIATRIC,24
2023-10-04,KHCC-7H-BMT,14
2023-10-04,KHCC-8H-SHAKOUR ABU GHAZAL,23
2023-10-04,KHCC-9H-LEUKEMIA,22
2023-10-04,KHCC-ADULT DAY CASE KSB,11
2023-10-04,KHCC-ADULT DAY CASE NZR,1
2023-10-04,KHCC-EMERGENCY KSB ROOM,5
2023-10-04,KHCC-EMERGENCY ROOM,7
2023-10-04,KHCC-PED DAY CASE,11
2023-10-05,KHCC-10H-BMT,2
2023-10-05,KHCC-10H-MEDICAL/SURGICAL,16
2023-10-05,KHCC-11H-MEDICAL/SURGICAL,8
2023-10-05,KHCC-2A-MEDICAL/SURGICAL,8
2023-10-05,KHCC-2B-AICU,8
2023-10-05,KHCC-2C-SIMU,6
2023-10-05,KHCC-3A-MEDICAL/SURGICAL,16
2023-10-05,KHCC-3B-MEDICAL/SURGICAL,16
2023-10-05,KHCC-3C-SURGERY,31
2023-10-05,KHCC-4A-MEDICAL/SURGICAL,17
2023-10-05,KHCC-4B-MEDICAL/SURGICAL,17
2023-10-05,KHCC-4C-HUSSAM AL-HARIRI,31
2023-10-05,KHCC-4H-ADULT ICU,5
2023-10-05,KHCC-4H-BMT,13
2023-10-05,KHCC-5C-KOLAGHASSI WING,18
2023-10-05,KHCC-5H-PEDIATRIC,15
2023-10-05,KHCC-5H-PEDIATRIC ICU,7
2023-10-05,KHCC-6H-PEDIATRIC,24
2023-10-05,KHCC-7H-BMT,16
2023-10-05,KHCC-8H-SHAKOUR ABU GHAZAL,23
2023-10-05,KHCC-9H-LEUKEMIA,21
2023-10-05,KHCC-ADULT DAY CASE KSB,6
2023-10-05,KHCC-EMERGENCY ROOM,3
2023-10-05,KHCC-PED DAY CASE,6
2023-10-06,KHCC-10H-BMT,2
2023-10-06,KHCC-10H-MEDICAL/SURGICAL,10
2023-10-06,KHCC-11H-MEDICAL/SURGICAL,6
2023-10-06,KHCC-2A-MEDICAL/SURGICAL,7
2023-10-06,KHCC-2B-AICU,11
2023-10-06,KHCC-2C-SIMU,5
2023-10-06,KHCC-3A-MEDICAL/SURGICAL,14
2023-10-06,KHCC-3B-MEDICAL/SURGICAL,13
2023-10-06,KHCC-3C-SURGERY,26
2023-10-06,KHCC-4A-MEDICAL/SURGICAL,14
2023-10-06,KHCC-4B-MEDICAL/SURGICAL,14
2023-10-06,KHCC-4C-HUSSAM AL-HARIRI,21
2023-10-06,KHCC-4H-ADULT ICU,5
2023-10-06,KHCC-4H-BMT,13
2023-10-06,KHCC-5C-KOLAGHASSI WING,17
2023-10-06,KHCC-5H-PEDIATRIC,15
2023-10-06,KHCC-5H-PEDIATRIC ICU,8
2023-10-06,KHCC-6H-PEDIATRIC,22
2023-10-06,KHCC-7H-BMT,16
2023-10-06,KHCC-8H-SHAKOUR ABU GHAZAL,22
2023-10-06,KHCC-9H-LEUKEMIA,21
2023-10-07,KHCC-10H-BMT,3
2023-10-07,KHCC-10H-MEDICAL/SURGICAL,14
2023-10-07,KHCC-11H-MEDICAL/SURGICAL,6
2023-10-07,KHCC-2A-MEDICAL/SURGICAL,7
2023-10-07,KHCC-2B-AICU,11
2023-10-07,KHCC-2C-SIMU,3
2023-10-07,KHCC-3A-MEDICAL/SURGICAL,16
2023-10-07,KHCC-3B-MEDICAL/SURGICAL,13
2023-10-07,KHCC-3C-SURGERY,33
2023-10-07,KHCC-4A-MEDICAL/SURGICAL,15
2023-10-07,KHCC-4B-MEDICAL/SURGICAL,14
2023-10-07,KHCC-4C-HUSSAM AL-HARIRI,21
2023-10-07,KHCC-4H-ADULT ICU,4
2023-10-07,KHCC-4H-BMT,13
2023-10-07,KHCC-5C-KOLAGHASSI WING,16
2023-10-07,KHCC-5H-PEDIATRIC,15
2023-10-07,KHCC-5H-PEDIATRIC ICU,8
2023-10-07,KHCC-6H-PEDIATRIC,23
2023-10-07,KHCC-7H-BMT,14
2023-10-07,KHCC-8H-SHAKOUR ABU GHAZAL,19
2023-10-07,KHCC-9H-LEUKEMIA,23
2023-10-07,KHCC-ADULT DAY CASE KSB,9
2023-10-07,KHCC-ADULT DAY CASE NZR,1
2023-10-07,KHCC-EMERGENCY ROOM,2
2023-10-08,KHCC-10H-BMT,4
2023-10-08,KHCC-10H-MEDICAL/SURGICAL,15
2023-10-08,KHCC-11H-MEDICAL/SURGICAL,6
2023-10-08,KHCC-2A-MEDICAL/SURGICAL,8
2023-10-08,KHCC-2B-AICU,11
2023-10-08,KHCC-2C-SIMU,6
2023-10-08,KHCC-3A-MEDICAL/SURGICAL,16
2023-10-08,KHCC-3B-MEDICAL/SURGICAL,14
2023-10-08,KHCC-3C-SURGERY,33
2023-10-08,KHCC-4A-MEDICAL/SURGICAL,17
2023-10-08,KHCC-4B-MEDICAL/SURGICAL,19
2023-10-08,KHCC-4C-HUSSAM AL-HARIRI,27
2023-10-08,KHCC-4H-ADULT ICU,5
2023-10-08,KHCC-4H-BMT,13
2023-10-08,KHCC-5C-KOLAGHASSI WING,16
2023-10-08,KHCC-5H-PEDIATRIC,15
2023-10-08,KHCC-5H-PEDIATRIC ICU,9
2023-10-08,KHCC-6H-PEDIATRIC,22
2023-10-08,KHCC-7H-BMT,13
2023-10-08,KHCC-8H-SHAKOUR ABU GHAZAL,23
2023-10-08,KHCC-9H-LEUKEMIA,23
2023-10-08,KHCC-ADULT DAY CASE KSB,3
2023-10-08,KHCC-BMT DAY CASE,1
2023-10-08,KHCC-EMERGENCY KSB ROOM,3
2023-10-08,KHCC-EMERGENCY ROOM,4
2023-10-08,KHCC-PED DAY CASE,8
2023-10-09,KHCC-10H-BMT,5
2023-10-09,KHCC-10H-MEDICAL/SURGICAL,15
2023-10-09,KHCC-11H-MEDICAL/SURGICAL,6
2023-10-09,KHCC-2A-MEDICAL/SURGICAL,8
2023-10-09,KHCC-2B-AICU,11
2023-10-09,KHCC-2C-SIMU,6
2023-10-09,KHCC-3A-MEDICAL/SURGICAL,17
2023-10-09,KHCC-3B-MEDICAL/SURGICAL,15
2023-10-09,KHCC-3C-SURGERY,34
2023-10-09,KHCC-4A-MEDICAL/SURGICAL,17
2023-10-09,KHCC-4B-MEDICAL/SURGICAL,19
2023-10-09,KHCC-4C-HUSSAM AL-HARIRI,31
2023-10-09,KHCC-4H-ADULT ICU,7
2023-10-09,KHCC-4H-BMT,13
2023-10-09,KHCC-5C-KOLAGHASSI WING,16
2023-10-09,KHCC-5H-PEDIATRIC,15
2023-10-09,KHCC-5H-PEDIATRIC ICU,8
2023-10-09,KHCC-6H-PEDIATRIC,23
2023-10-09,KHCC-7H-BMT,15
2023-10-09,KHCC-8H-SHAKOUR ABU GHAZAL,23
2023-10-09,KHCC-9H-LEUKEMIA,23
2023-10-09,KHCC-ADULT DAY CASE KSB,7
2023-10-09,KHCC-ADULT DAY CASE NZR,1
2023-10-09,KHCC-EMERGENCY KSB ROOM,1
2023-10-09,KHCC-EMERGENCY ROOM,3
2023-10-09,KHCC-PED DAY CASE,8
2023-10-10,KHCC-10H-BMT,6
2023-10-10,KHCC-10H-MEDICAL/SURGICAL,15
2023-10-10,KHCC-11H-MEDICAL/SURGICAL,7
2023-10-10,KHCC-2A-MEDICAL/SURGICAL,8
2023-10-10,KHCC-2B-AICU,9
2023-10-10,KHCC-2C-SIMU,6
2023-10-10,KHCC-3A-MEDICAL/SURGICAL,14
2023-10-10,KHCC-3B-MEDICAL/SURGICAL,15
2023-10-10,KHCC-3C-SURGERY,35
2023-10-10,KHCC-4A-MEDICAL/SURGICAL,17
2023-10-10,KHCC-4B-MEDICAL/SURGICAL,19
2023-10-10,KHCC-4C-HUSSAM AL-HARIRI,30
2023-10-10,KHCC-4H-ADULT ICU,7
2023-10-10,KHCC-4H-BMT,12
2023-10-10,KHCC-5C-KOLAGHASSI WING,15
2023-10-10,KHCC-5H-PEDIATRIC,15
2023-10-10,KHCC-5H-PEDIATRIC ICU,8
2023-10-10,KHCC-6H-PEDIATRIC,23
2023-10-10,KHCC-7H-BMT,16
2023-10-10,KHCC-8H-SHAKOUR ABU GHAZAL,23
2023-10-10,KHCC-9H-LEUKEMIA,23
2023-10-10,KHCC-ADULT DAY CASE KSB,5
2023-10-10,KHCC-EMERGENCY KSB ROOM,1
2023-10-10,KHCC-EMERGENCY ROOM,3
2023-10-10,KHCC-PED DAY CASE,6
2023-10-11,KHCC-10H-BMT,7
2023-10-11,KHCC-10H-MEDICAL/SURGICAL,15
2023-10-11,KHCC-11H-MEDICAL/SURGICAL,6
2023-10-11,KHCC-2A-MEDICAL/SURGICAL,8
2023-10-11,KHCC-2B-AICU,10
2023-10-11,KHCC-2C-SIMU,6
2023-10-11,KHCC-3A-MEDICAL/SURGICAL,14
2023-10-11,KHCC-3B-MEDICAL/SURGICAL,14
2023-10-11,KHCC-3C-SURGERY,34
2023-10-11,KHCC-4A-MEDICAL/SURGICAL,17
2023-10-11,KHCC-4B-MEDICAL/SURGICAL,19
2023-10-11,KHCC-4C-HUSSAM AL-HARIRI,29
2023-10-11,KHCC-4H-ADULT ICU,8
2023-10-11,KHCC-4H-BMT,11
2023-10-11,KHCC-5C-KOLAGHASSI WING,15
2023-10-11,KHCC-5H-PEDIATRIC,16
2023-10-11,KHCC-5H-PEDIATRIC ICU,8
2023-10-11,KHCC-6H-PEDIATRIC,24
2023-10-11,KHCC-7H-BMT,16
2023-10-11,KHCC-8H-SHAKOUR ABU GHAZAL,23
2023-10-11,KHCC-9H-LEUKEMIA,23
2023-10-11,KHCC-ADULT DAY CASE KSB,8
2023-10-11,KHCC-ADULT DAY CASE NZR,1
2023-10-11,KHCC-BMT DAY CASE,2
2023-10-11,KHCC-EMERGENCY KSB ROOM,1
2023-10-11,KHCC-EMERGENCY ROOM,2
2023-10-11,KHCC-PED DAY CASE,8
2023-10-12,KHCC-10H-BMT,7
2023-10-12,KHCC-10H-MEDICAL/SURGICAL,15
2023-10-12,KHCC-11H-MEDICAL/SURGICAL,6
2023-10-12,KHCC-2A-MEDICAL/SURGICAL,7
2023-10-12,KHCC-2B-AICU,10
2023-10-12,KHCC-2C-SIMU,6
2023-10-12,KHCC-3A-MEDICAL/SURGICAL,15
2023-10-12,KHCC-3B-MEDICAL/SURGICAL,15
2023-10-12,KHCC-3C-SURGERY,31
2023-10-12,KHCC-4A-MEDICAL/SURGICAL,15
2023-10-12,KHCC-4B-MEDICAL/SURGICAL,19
2023-10-12,KHCC-4C-HUSSAM AL-HARIRI,30
2023-10-12,KHCC-4H-ADULT ICU,7
2023-10-12,KHCC-4H-BMT,11
2023-10-12,KHCC-5C-KOLAGHASSI WING,15
2023-10-12,KHCC-5H-PEDIATRIC,15
2023-10-12,KHCC-5H-PEDIATRIC ICU,8
2023-10-12,KHCC-6H-PEDIATRIC,23
2023-10-12,KHCC-7H-BMT,16
2023-10-12,KHCC-8H-SHAKOUR ABU GHAZAL,23
2023-10-12,KHCC-9H-LEUKEMIA,23
2023-10-12,KHCC-ADULT DAY CASE KSB,10
2023-10-12,KHCC-EMERGENCY ROOM,4
2023-10-12,KHCC-PED DAY CASE,3
2023-10-13,KHCC-10H-BMT,4
2023-10-13,KHCC-10H-MEDICAL/SURGICAL,15
2023-10-13,KHCC-11H-MEDICAL/SURGICAL,5
2023-10-13,KHCC-2A-MEDICAL/SURGICAL,7
2023-10-13,KHCC-2B-AICU,9
2023-10-13,KHCC-2C-SIMU,6
2023-10-13,KHCC-3A-MEDICAL/SURGICAL,13
2023-10-13,KHCC-3B-MEDICAL/SURGICAL,15
2023-10-13,KHCC-3C-SURGERY,26
2023-10-13,KHCC-4A-MEDICAL/SURGICAL,15
2023-10-13,KHCC-4B-MEDICAL/SURGICAL,15
2023-10-13,KHCC-4C-HUSSAM AL-HARIRI,24
2023-10-13,KHCC-4H-ADULT ICU,4
2023-10-13,KHCC-4H-BMT,12
2023-10-13,KHCC-5C-KOLAGHASSI WING,13
2023-10-13,KHCC-5H-PEDIATRIC,15
2023-10-13,KHCC-5H-PEDIATRIC ICU,7
2023-10-13,KHCC-6H-PEDIATRIC,23
2023-10-13,KHCC-7H-BMT,16
2023-10-13,KHCC-8H-SHAKOUR ABU GHAZAL,23
2023-10-13,KHCC-9H-LEUKEMIA,22
2023-10-13,KHCC-EMERGENCY ROOM,3
2023-10-14,KHCC-10H-BMT,5
2023-10-14,KHCC-10H-MEDICAL/SURGICAL,16
2023-10-14,KHCC-11H-MEDICAL/SURGICAL,5
2023-10-14,KHCC-2A-MEDICAL/SURGICAL,7
2023-10-14,KHCC-2B-AICU,8
2023-10-14,KHCC-2C-SIMU,1
2023-10-14,KHCC-3A-MEDICAL/SURGICAL,14
2023-10-14,KHCC-3B-MEDICAL/SURGICAL,17
2023-10-14,KHCC-3C-SURGERY,31
2023-10-14,KHCC-4A-MEDICAL/SURGICAL,16
2023-10-14,KHCC-4B-MEDICAL/SURGICAL,15
2023-10-14,KHCC-4C-HUSSAM AL-HARIRI,27
2023-10-14,KHCC-4H-ADULT ICU,6
2023-10-14,KHCC-4H-BMT,12
2023-10-14,KHCC-5C-KOLAGHASSI WING,15
2023-10-14,KHCC-5H-PEDIATRIC,14
2023-10-14,KHCC-5H-PEDIATRIC ICU,7
2023-10-14,KHCC-6H-PEDIATRIC,23
2023-10-14,KHCC-7H-BMT,17
2023-10-14,KHCC-8H-SHAKOUR ABU GHAZAL,22
2023-10-14,KHCC-9H-LEUKEMIA,22
2023-10-14,KHCC-ADULT DAY CASE KSB,6
2023-10-14,KHCC-ADULT DAY CASE NZR,1
2023-10-14,KHCC-EMERGENCY ROOM,4
2023-10-15,KHCC-10H-BMT,7
2023-10-15,KHCC-10H-MEDICAL/SURGICAL,16
2023-10-15,KHCC-11H-MEDICAL/SURGICAL,5
2023-10-15,KHCC-2A-MEDICAL/SURGICAL,8
2023-10-15,KHCC-2B-AICU,6
2023-10-15,KHCC-2C-SIMU,6
2023-10-15,KHCC-3A-MEDICAL/SURGICAL,15
